  row  |R|  |L|  e(L)>=   plain   +w1,w2  +degree   minimiser        verdict
  826    7   50     582    7856    8343     8343   (27, 22, 2, 2)   impossible
  827    7   50     581    7521    8081     8343   (27, 22, 2, 2)   impossible
  827    8   49     555    6714    7354     7354   (25, 23, 2, 2)   SURVIVES
  827    9   48     529    6154    6714     6714   (24, 23, 2, 2)   SURVIVES
  828    7   50     580    7521    8081     8081   (26, 23, 2, 2)   SURVIVES
  828    8   49     554    6714    7354     7354   (24, 24, 2, 2)   SURVIVES
  828    9   48     528    6154    6714     6714   (24, 23, 2, 2)   SURVIVES
  828   10   47     502    5594    6154     6154   (23, 23, 2, 2)   SURVIVES
  828   11   46     476    5107    5527     5594   (23, 22, 2, 2)   SURVIVES
