CONSERVATIVE SEEDING (cr(K12)=150 only): cr(K13) = 217
  row  |R|  |L|  e(L)>=   plain   +w1,w2  +degree   minimiser        verdict
  826    7   50     582    7589    8059     8059   (27, 22, 2, 2)   SURVIVES
  827    7   50     581    7265    7806     8059   (27, 22, 2, 2)   SURVIVES
  827    8   49     555    6486    7104     7104   (25, 23, 2, 2)   SURVIVES
  827    9   48     529    5945    6486     6486   (24, 23, 2, 2)   SURVIVES
  828    7   50     580    7265    7806     7806   (26, 23, 2, 2)   SURVIVES
  828    8   49     554    6486    7104     7104   (24, 24, 2, 2)   SURVIVES
  828    9   48     528    5945    6486     6486   (24, 23, 2, 2)   SURVIVES
  828   10   47     502    5404    5945     5945   (23, 23, 2, 2)   SURVIVES
  828   11   46     476    4934    5339     5404   (23, 22, 2, 2)   SURVIVES
