0|7,8|4,5|1,6|2,3
4,5|2,3|7,8|0,6|1
1,7|6,8|4,5|0|2,3
1,8|6,7|4,5|0|2,3
4,5|2,3|6,7|0,8|1
2,3|6,8|4,5|0,7|1
2,3|1,8|4,5|6|0,7
4,7|1,5|3,6|2,8|0
5,7|1,4|3,6|2,8|0
7|2,3|1,4,5,6|8|0
5|2,3,4|7,8|0,6|1
8|2,3,4|6,7|0|1,5
7,8|5,6|2,3,4|0|1
7|1,5,6|3,4|2,8|0
1,4|6,7|3,8|2,5|0
7,8|2,3|1,4|5,6|0
2,7|5,6|3,4|1,8|0
5,7|3,6|2,4|1,8|0
1,5|6|3,4|2,7|0,8
2,3|6,7|4,8|1,5|0
2,5|6,7|3,4|0,8|1
2,3|4|6,7|0,8|1,5
4|6,8|2,3|0,7|1,5
1,4|3,6|2,5|7,8|0
